"Supplemental Table 1: DogFiler multi-breed database (see Wictum et al. Developmental validation of DogFiler, a novel multiplex for canine DNA profiling in forensic casework, Forensic Sci. Int. Genet. (2012), http://dx.doi.org/10.1016/j.fsigen.2012.07.001)"																																		
	Breed	VGL0760		VGL0910		VGL1063		VGL1165		VGL1541		VGL1606		VGL1828		VGL2009		VGL2136		VGL2409		VGL2918		VGL3008		VGL3112		VGL3235		VGL3438				
1650	Papillon	18.2	21.2	19.1	22.1	8	15	19	19	20	20	14	15	19	20	14	14	13	17	18	18	13	16	17	18	11	13	17	17	14	16			
1651	Papillon	14	15	19.1	19.1	8	14	20	26	16	18	15	18	19	19	10	14	13	17	15	16	13	13	15	18	13	14	17	17	14	14			
1652	Papillon	14	18.2	19.1	19.1	15	16	26	29	17	20	20	20	19	19	9	16	9	13	17	18	15	16	17	20	14	16	13	17	12	15			
1653	Parson Russell Terrier 	12	23.2	18.1	19.1	13	19	21	32	15	19	18	18	16	23	13	14	9	9	18	18	13	19.3	17	21	11	14	14	16	13	14			
1654	Pekingese	23.2	23.2	20.1	21.1	13	13	18	27	18	19	19	19	19	21	14	15	9	15	16	16	13	13	10	12	12	13	16	16	19	20			
1655	Pekingese	12	18.2	19.1	23.1	13	14	23	23	17	18	18	21	19.3	22.3	11	12	14	16	13	17	14	20.3	22	22	16	16	16	18	18	19			
1656	Pembroke Welsh Corgi	23.2	23.2	20.1	20.1	14	20	21	24	15	17	16	16	18	19	13	13	8	9	16	18	12	17.3	16	17	13	14	14	16	16	16			
1657	Pembroke Welsh Corgi	19.2	23.2	17.1	19.1	14	14	19	21	15	15	14	18	21	21	15	15	8	13	15	15	12	13	16	16	11	14	16	16	12	17			
1658	Pembroke Welsh Corgi	19.2	19.2	17.1	22.1	13	16	19	27	17	19	14	16	19	19	13	13	9	9	15	18	13	18.3	18	18	11	11	16	16	17	21			
1659	Pembroke Welsh Corgi	23.2	24.2	17.1	20.1	14	14	16	24	15	17	16	16	19	19	13	13	10	10	13	19	12	18.3	16	18	11	13	13	16	17	17			
1660	Pembroke Welsh Corgi	14	14	18.1	20.1	8	18	21	26	17	19	18	18	16	19	11	14	9	18	17	20	14	19.3	17	22	13	14	16	16	16	17			
1661	Pembroke Welsh Corgi	19.2	24.2	19.1	20.1	14	16	20	27	17	18	18	19	18	19	9	13	8	8	13	15	12	12	18	19	14	14	14	14	14	17			
1662	Pembroke Welsh Corgi	13	20.2	12	17.1	19	20	27	30	17	23	14	16	19	19	9	9	8	12	13	18	12	12	16	17	11	14	13	14	16	20			
1663	Pembroke Welsh Corgi	19.2	19.2	19.1	19.1	14	14	19	21	17	17	14	19	19	19	13	13	8	12	14	14	12	18.3	18	18	11	16	16	16	17	21			
1664	Pembroke Welsh Corgi	23.2	24.2	17.1	19.1	16	16	21	24	17	17	16	16	19	19	9	9	9	14	15	15	12	18.3	16	18	11	14	13	16	12	20			
1665	Pembroke Welsh Corgi	13	24.2	19.1	19.1	14	14	21	24	17	19	16	16	19	19	13	15	8	15	17	18	12	12	18	18	14	16	16	16	17	17			
1666	Pembroke Welsh Corgi	13	23.2	19.1	19.1	14	20	21	23	18	18	16	16	18	19	13	15	9	9	13	14	12	12	18	18	11	11	15	16	12	17			
1667	Pembroke Welsh Corgi	19.2	23.2	17.1	19.1	14	19	24	24	17	18	16	16	21	21	9	15	13	14	18	18	12	12	16	16	14	16	13	16	16	16			
1668	Pembroke Welsh Corgi	21.2	24.2	17.1	19.1	19	20	19	24	18	18	16	16	19	19	9	13	13	14	13	18	12	18.3	16	16	14	16	14	16	12	14			
1669	Pembroke Welsh Corgi	13	24.2	18.1	19.1	14	14	24	27	17	19	16	16	15	19	9	15	8	14	13	17	12	13	18	18	11	11	14	16	12	12			
1670	Pembroke Welsh Corgi	19.2	24.2	19.1	19.1	14	20	24	30	17	19	14	16	19	19	9	9	12	15	13	18	13	18.3	18	18	11	13	16	16	12	17			
1671	Pembroke Welsh Corgi	13	19.2	19.1	19.1	14	14	19	30	17	17	14	17	19	19	9	9	9	14	16	18	12	20.3	18	18	13	14	14	16	16	21			
1672	Pembroke Welsh Corgi	13	19.2	18.1	20.1	16	19	19	24	15	17	16	17	19	19	9	9	14	15	18	18	17.3	17.3	18	18	11	11	13	14	13	20			
1673	Pembroke Welsh Corgi	13	19.2	19.1	19.1	14	14	19	21	17	19	15	16	19	21	9	13	8	9	13	18	12	20.3	18	18	11	14	13	16	17	20			
1674	Pembroke Welsh Corgi	13	22.2	17.1	20.1	14	19	19	24	17	19	14	16	19	19	9	15	8	14	15	18	17.3	18.3	14	18	11	14	13	16	16	17			
1675	Perro de Presa Canario 	22.2	23.2	19.1	19.1	10	14	22	27	15	18	15	16	14	20	14	15	8	8	16	16	14	17.3	13	18	14	15	13	14	12	14			
1676	Petit Basset Griffon Vendeen 	20.2	20.2	18.1	19.1	8	18	21	21	18	20	17	17	20	20	14	15	12	12	13	16	18.3	18.3	18	18	12	15	13	18	14	14			
1677	Petit Basset Griffon Vendeen 	19.2	21.2	18.1	19.1	8	14	20	21	18	18	16	18	19	20	9	14	9	12	15	17	18.3	18.3	16	17	11	13	17	17	14	16			
1678	Pharaoh Hound 	13	13	19.1	19.1	14	14	14	21	18	18	16	25.3	20	20	14	14	13	14	16	18	12	15	15	20.2	13	13	15	19	11	15			
1679	Pharaoh Hound 	13	21.2	19.1	19.1	12	14	21	21	18	20	16	16	14	15	13	16	9	14	16	18	12	13	20.2	23.2	12	12	12	12	11	14			
1680	Plott Hound 	21.2	24.2	13	19.1	14	18	21	28	16	19	15	18	16	21	9	15	8	9	17	17	13	16	18	19	12	15	15	21	18	19			
1681	Podengo Portugueso Medio 	20.2	23.2	17.1	19.1	8	17	18	26	17	19	17	17	17	20	13	13	8	13	17	18	14	15	15	17	12	15	14	18	12	14			
1682	Podengo Portugueso Pequeno 	20.2	23.2	19.1	20.1	13	13	21	26	19	21	15	20	15	19	9	9	13	13	16	17	13	13	16	18	13	13	14	16	12	14			
1683	Podengo Portugueso Pequeno 	22.2	24.2	19.1	19.1	13	14	19	21	17	21	16	18	15	19	10	16	13	15	16	16	13	13	16	16	13	15	13	15	12	17			
1684	Pointer 	21.2	23.2	19.1	22.1	14	15	20	28	22	24	18	18	17	19	13	13	8	14	16	17	18.3	20.3	15	19	13	14	13	14	12	15			
1685	Polish Lowland Sheepdog 	15	16	14	16	15	18	26	27	17	18	13	19	20	21	14	14	14	14	17	19	12	15	19	19	12	14	14	14	16	17			
1686	Polish Lowland Sheepdog 	15	20.2	14	21.1	16	18	27	30	18	18	17	19	19	23	11	14	14	14	17	17	12	12	15	17	12	14	14	14	15	18			
1687	Polish Owczarek Podhalanski 	21.2	22.2	19.1	19.1	8	18	21	21	14	18	17	19	20	20	10	15	8	17	19	19	14	21.3	15	18	11	16	13	16	17	18			
1688	Polish Owczarek Podhalanski 	15	23.2	15.1	17.1	8	14	16	25	16	18	15	18	20	21	10	15	8	9	16	17	14	14	16	18	12	16	16	17	14	15			
1689	Polish Owczarek Podhalanski 	15	22.2	17.1	17.1	8	19	22	22	18	18	18	18	19	20	15	15	8	14	15	17	14	18.3	16	17	16	16	16	17	15	18			
1690	Pomeranian	23.2	23.2	19.1	19.1	14	15	23	31	16	23	16	17	19	21	13	15	9	13	15	17	13	13	17	18	15	16	12	18	11	13			
1691	Pomeranian	23.2	23.2	19.1	22.1	13	13	23	23	22	24	19	20	19	19	14	14	13	15	13	13	13	13	10	17	16	16	15	15	12	16			
1692	Pomeranian	18.2	24.2	19.1	19.1	8	14	31	31	21	23	14.1	14.1	22	22	9	13	9	14	16	17	12	13	18	19	16	16	14	14	11	14			
1693	Pomeranian	23.2	23.2	18.1	18.1	18	19	21	23	18	23	17	19	15	20	13	15	8	17	14	17	13	14	15	19	13	16	14	15	11	12			
1694	Pomeranian	23.2	24.2	19.1	20.1	15	18	19	32	18	19	14.1	14.1	16	16	13	13	9	14	16	16	13	18.3	16	18	12	16	15	15	12	13			
1695	Pomeranian	23.2	24.2	14	19.1	8	14	16	19	20	21	17	19	21	22	14	15	14	15	16	17	12	18.3	15	15	13	15	14	15	13	13			
1696	Pomeranian	23.2	23.2	20.1	20.1	14	14	28	31	18	21	19	21	20	21	11	11	8	13	16	17	13	13	17	18	13	15	12	14	12	14			
1697	Pomeranian	21.2	23.2	19.1	20.1	8	18	23	23	17	22	16	18	15	22	13	13	8	9	14	20	13	18.3	15	18	13	16	14	15	13	20			
1698	Pomeranian	24.2	26.2	19.1	19.1	16	17	18	23	16	22	14.1	20	18	22	14	14	14	14	14	17	17.3	18.3	16	19	13	15	9	18	12	14			
1699	Pomeranian	18.2	25.2	19.1	19.1	15	15	17	23	17	23	17	19	16	18	11	11	8	14	16	16	14	18.3	20	20	13	15	12	15	12	13			
1700	Pomeranian	20.2	23.2	19.1	19.1	15	19	17	19	19	23	18	20	21	21	13	14	10	14	16	17	12	12	15	18	12	13	14	14	11	13			
1701	Pomeranian	22.2	23.2	19.1	19.1	18	18	30	30	22	23	17	22	16	17	11	15	9	14	14	14	13	20.3	18	20	12	14	15	16	14	17			
1702	Pomeranian	14	14	16.1	17.1	15	16	23	28	20	21	21	21	16	19	11	13	12	14	13	15	13	18.3	15	17	13	16	14	15	12	12			
1703	Pomeranian	14	22.2	19.1	19.1	14	14	22	23	23	23	14.1	16	16	17	14	14	8	14	16	17	13	13	10	18	12	16	12	14	12	13			
1704	Pomeranian	18.2	20.2	19.1	20.1	12	19	25	31	16	23	16	17	15	19	13	15	9	9	16	18	13	17.3	18	20	13	13	14	14	12	19			
1705	Pomeranian	18.2	20.2	19.1	22.1	14	15	25	31	18	22	16	17	16	20	13	14	8	9	16	18	13	17.3	10	18	16	17	15	16	12	12			
1706	Pomeranian	18.2	18.2	17.1	17.1	14	14	17	19	23	23	17	17	19	19	13	15	9	14	16	16	13	13	10	20	17	17	15	17	15	16			
1707	Pomeranian	12	25.2	19.1	19.1	14	14	17	22	18	22	17	19	15	16	13	15	8	14	15	17	13	17.3	19	20	15	16	15	15	13	20			
1708	Pomeranian	21.2	23.2	14	20.1	14	15	17	27	14	14	16	16	19	20	13	13	13	14	17	18	13	13	10	10	12	15	14	14	12	15			
1709	Pomeranian	21.2	23.2	18.1	19.1	15	19	22	32	24	24	16	20	15	21	13	14	9	14	13	14	14	18.3	10	18	13	13	14	16	12	18			
1710	Pomeranian	24.2	25.2	19.1	20.1	14	16	21	23	23	23	14.1	14.1	16	20	13	13	8	14	17	17	12	19.3	15	20	12	16	12	14	12	13			
1711	Pomeranian	21.2	23.2	19.1	19.1	12	15	19	31	18	23	17	17	20	22	13	15	8	13	14	17	17.3	18.3	10	20	12	13	15	17	13	14			
1712	Pomeranian	23.2	23.2	19.1	20.1	14	15	17	23	23	23	19	19	20	22	13	14	13	14	17	18	12	14	18	18	13	16	15	15	11	12			
1713	Pomeranian	19.2	23.2	19.1	19.1	8	20	28	31	18	23	19	21	22	22	13	14	8	17	13	17	13	15	18	20	12	13	14	15	14	16			
1714	Pomeranian	21.2	24.2	19.1	19.1	8	8	23	23	17	20	16	18	16	16	11	14	9	9	15	17	12	15	20	20	13	13	15	17	11	12			
1715	Pomeranian	22.2	23.2	19.1	20.1	8	15	19	23	23	23	16	17	15	21	13	14	8	8	17	18	14	14	18	18	13	16	12	12	12	12			
1716	Pomeranian	21.2	21.2	19.1	19.1	15	15	23	25	22	23	17	17	19	20	13	14	8	9	14	14	13	14	15	15	13	15	12	14	13	13			
1717	Pomeranian	20	23.2	15.1	19.1	16	20	19	23	19	24	16	17	16	16	14	15	14	14	14	17	15	18.3	18	20	16	16	12	12	13	15			
1718	Pomeranian	23.2	24.2	16.1	19.1	12	19	22	23	17	23	14.1	20	21	21	13	14	8	14	13	16	14	19.3	14	19	16	16	14	15	11	12			
1719	Pomeranian	22.2	25.2	16.1	19.1	15	15	23	23	17	23	16	18	19	20	14	15	14	14	17	17	12	13	10	15	12	13	14	15	12	12			
1729	"Poodle, Miniature "	12	12	17.1	19.1	14	15	19	19	15	17	15	24.3	19	20	14	15	9	9	17	18	15	20.3	17	18	13	15	16	17	12	16			
1747	"Poodle, Miniature "	12	23.2	18.1	20.1	14	17	19	25	15	15	18	19	21	21	14	15	15	15	17	17	13	16	15	16	12	13	16	16	11	15			
1752	"Poodle, Miniature "	23.2	23.2	21.1	21.1	15	19	19	20	15	17	15	17	20	20	14	14	10	15	17	17	13	22.3	17	20	11	13	16	17	11	18			
1753	"Poodle, Miniature "	13	21.2	19.1	21.1	9	19	18	23	15	17	15	20	20	21	13	15	10	14	15	19	15	20.3	15	18	13	17	14	15	11	16			
1754	"Poodle, Miniature "	21.2	24.2	19.1	23	15	17	15	18	15	18	18	18	21	21	10	14	15	15	17	17	15	19.3	16	17	13	17	17	18	11	15			
1720	"Poodle, Standard "	15	22.2	19.1	21.1	14	16	23	30	14	20	18	19	16	20	13	14	14	15	16	20	13	17	16	17	15	17	12	14	11	11			
1721	"Poodle, Standard "	19	19.2	17.1	18.1	16	19	26	27	18	22	17	18	19	20	14	14	9	13	14	15	14	21.3	15	17	14	14	16	17	14	19			
1722	"Poodle, Standard "	12	19	18.1	21.1	14	18	26	28	16	16	17	18	19	20	14	14	13	14	14	14	13	14	17	17	14	16	14	17	14	15			
1723	"Poodle, Standard "	21.2	25.2	18.1	18.1	18	19	14	21	14	15	17	19	14	16	14	14	9	13	16	17	15	18.3	16	18	13	15	12	15	11	16			
1724	"Poodle, Standard "	12	20.2	18.1	19.1	14	19	25	26	24	24	17	18	19	20	9	12	9	13	15	18	13	16	15	15	15	15	14	17	15	19			
1725	"Poodle, Standard "	12	23.2	17.1	20.1	13	17	26	32	15	17	18	18	19	20	13	14	10	15	18	21	13	13	17	17	16	16	11	16	15	16			
1726	"Poodle, Standard "	22.2	22.2	18.1	18.1	14	14	15	25	15	15	15	18	17	21	13	14	14	15	18	18	9	15	16	17	13	16	16	16	15	15			
1727	"Poodle, Standard "	14	24.2	17.1	19.1	13	19	26	26	15	15	17	18	20	22	9	14	9	9	17	17	13	14	13	16	12	13	14	14	16	16			
1728	"Poodle, Standard "	22.2	24.2	19.1	24.1	18	18	17	23	15	20	15	18	16	20	14	14	9	13	17	17	18.3	19.3	15	18	12	17	12	17	13	15			
1730	"Poodle, Standard "	21.2	23.2	18.1	23	17	19	17	18	14	22	17	17	18	19	14	14	9	15	18	19	18.3	19.3	16	16	12	13	16	17	11	14			
1731	"Poodle, Standard "	12	24.2	18.1	21.1	13	17	16	26	16	24	17	18	19	19	9	9	13	15	14	15	14	16	15	18	14	15	16	16	15	17			
1732	"Poodle, Standard "	14	21.2	17.1	18.1	17	19	19	26	15	15	17	18	17	17	14	14	12	15	17	17	14	14	15	17	13	15	14	14	14	19			
1733	"Poodle, Standard "	14	21.2	19.1	21.1	13	14	19	21	18	22	15	18	15	20	13	14	13	13	13	17	18.3	20.3	20	21	12	17	12	16	12	19			
1734	"Poodle, Standard "	20.2	21.2	20.1	20.1	13	13	32	32	15	15	17	18	20	20	11	14	9	9	17	19	12	19.3	15	20	13	14	17	17	11	15			
1735	"Poodle, Standard "	12	20	18.1	18.1	18	20	19	29	14	16	16	16	22	22	13	14	9	15	17	19	13	19.3	18	18	11	14	15	16	18	18			
1736	"Poodle, Standard "	21.2	21.2	19.1	20.1	19	20	19	19	15	15	15	18	19	21	14	14	12	15	17	18	16	16	15	18	13	15	17	17	11	11			
1737	"Poodle, Standard "	23.2	25.2	18.1	21.1	13	15	21	26	16	18	18	19	20	22	14	14	14	15	17	20	13	16	17	17	14	16	17	17	15	15			
1738	"Poodle, Standard "	12	21.2	19.1	22.1	17	19	18	26	15	15	17	24.3	17	21	13	13	14	15	17	18	13	15	16	17	13	15	13	16	14	14			
1739	"Poodle, Standard "	12	21.2	18.1	20.1	14	14	19	26	15	15	18	19	15	19	13	14	9	14	17	18	13	14	20	20	12	13	13	16	15	15			
1740	"Poodle, Standard "	21.2	21.2	18.1	23.1	13	17	33	33	14	15	16	17	19	21	12	15	9	13	17	18	19.3	19.3	16	17	13	13	14	14	15	19			
1741	"Poodle, Standard "	12	22.2	22.1	22.1	13	13	23	23	20	20	16	16	23	23	14	14	15	15	17	17	17.3	18.3	16	17	16	16	13	13	15	18			
1742	"Poodle, Standard "	14	24.2	17.1	17.1	19	20	18	19	15	18	17	18	20	21	15	15	9	9	14	17	13	14	16	18	12	13	14	17	11	11			
1743	"Poodle, Standard "	12	21.2	17.1	19.1	13	14	18	28	15	23	16	18	17	20	10	14	9	15	17	18	15	16	16	17	13	17	12	14	11	14			
1744	"Poodle, Standard "	13	13	18.1	18.1	13	17	19	29	20	23	17	19	19	20	13	14	9	9	18	18	9	12	16	16	11	11	17	17	14	15			
1745	"Poodle, Standard "	24.2	24.2	19.1	21.1	19	19	21	26	16	19	17	25.3	18	19	9	9	9	14	15	18	14	21.3	17	17	12	16	16	16	14	19			
1746	"Poodle, Standard "	22.2	23.2	20.1	21.1	15	16	21	21	14	19	16	24.3	15	16	11	11	8	13	16	19	13	14	15	18	11	14	15	17	15	16			
1749	"Poodle, Standard "	12	20	15.1	19.1	13	14	16	26	18	20	17	18	19	19	9	9	8	13	14	18	14	15	17	17	12	15	16	18	14	18			
1750	"Poodle, Standard "	20.2	21.2	14	20.1	18	19	19	26	15	19	18	18	20	20	14	15	13	14	17	17	13	19.3	15	18	13	17	16	16	11	11			
1751	"Poodle, Standard "	22.2	23.2	16.1	19.1	15	17	16	26	15	19	18	18	20	21	15	15	10	13	17	17	13	15	16	19	11	11	15	17	11	15			
1755	"Poodle, Standard "	19	23.2	18.1	21.1	14	19	25	26	16	22	18	18	18	19	9	14	8	15	16	17	14	14	17	17	11	15	13	15	12	15			
1756	"Poodle, Standard "	12	12	17.1	17.1	14	22	16	26	19	24	18	18	19	19	9	9	9	15	14	14	14	20.3	17	17	12	13	16	16	14	15			
1757	"Poodle, Standard "	24.2	25.2	17.1	18.1	19	20	23	24	19	20	15	17	17	20	10	13	9	15	19	21	13	21.3	15	23	11	16	14	17	11	13			
1758	"Poodle, Standard "	12	12	19.1	21.1	16	16	25	26	16	17	18	20	19	19	9	13	9	9	14	17	15	21.3	15	17	11	14	14	16	14	14			
1748	"Poodle, Toy "	21.2	23.2	17.1	17.1	8	19	18	25	15	21	18	19	16	21	14	14	15	15	15	17	16	19.3	15	15	11	11	16	18	15	18			
1759	"Poodle, Toy "	20.2	21.2	20.1	24	13	15	18	25	15	17	18	19	19	20	14	14	9	9	17	18	12	19.3	16	18	11	13	14	14	12	14			
1760	"Poodle, Toy "	22.2	24.2	18.1	23	18	19	19	21	15	17	18	18	20	21	11	15	14	15	17	19	14	15	15	20	13	14	16	17	15	16			
1761	Portuguese Pointer 	23.2	23.2	20.1	22	17	17	18	25	22	22	19	19	19	19	13	14	13	14	15	17	13	13	17	19	12	13	13	16	16	17			
1762	Portuguese Water Dog	12	20.2	18.1	20.1	13	18	21	22	17	17	18	18	16	23	13	15	9	17	14	17	17.3	19.3	20	20	12	13	14	18	13	13			
1763	Portuguese Water Dog	14	20.2	22.1	23.1	13	13	22	28	15	16	26.3	26.3	16	18	14	14	11	11	16	18	18.3	22.3	15	15	12	13	16	18	15	19			
1764	Portuguese Water Dog	21.2	22.2	18.1	20.1	13	16	21	28	15	23	14	25.3	16	16	14	16	11	17	18	18	19.3	19.3	16	20	12	12	13	16	13	19			
1765	Pug	22.2	22.2	19.1	20.1	13	13	25	28	18	19	18	19	20	21	10	10	8	8	13	17	14	21.3	15	15	13	14	14	15	18	20			
1766	Pug	12	12	19.1	21.1	11	11	19	30	17	19	19	19	21	21	10	10	8	15	15	17	13	14	15	15	11	11	14	15	12	20			
1767	Pug	12	18.2	20.1	20.1	11	11	19	19	16	21	19	20	20	20	9	13	9	15	13	13	13	13	15	15	11	11	15	16	19	20			
1768	Pug	22.2	22.2	20.1	20.1	13	14	19	19	19	19	19	19	21	21	10	13	8	15	15	17	13	13	15	16	14	14	15	17	12	15			
1769	Pug	12	22.2	19.1	20.1	13	13	19	28	17	20	17	19	19	20	9	13	8	14	15	20	13	22.3	15	15	11	11	18	18	18	20			
1770	Pug	12	22.2	19.1	20.1	13	13	19	19	20	20	19	19	20	21	12	15	8	8	15	15	15	15	15	15	11	13	16	16	14	19			
1771	Pug	12	25.2	20.1	20.1	13	13	19	25	18	20	19	19	20	20	9	14	9	14	15	17	13	22.3	15	18	11	11	17	18	13	15			
1772	Pug	12	12	20.1	20.1	13	14	25	25	18	20	18	19	21	21	9	10	8	15	15	17	13	16	15	21	11	11	15	16	20	22			
1773	Pug	12	12	18.1	20.1	13	13	19	30	20	20	18	19	19	19	10	10	8	8	17	18	13	22.3	15	18	11	11	15	15	12	18			
1774	Pug	12	18.2	20.1	20.1	11	14	19	19	17	18	17	19	19	21	13	13	8	9	13	15	13	13	15	15	11	13	15	15	18	18			
1775	Pug	12	12	18.1	18.1	13	14	19	30	18	19	18	19	19	20	9	9	9	9	13	13	22.3	22.3	15	15	11	11	14	14	21	21			
1776	Pug	12	22.2	19.1	20.1	11	11	19	25	19	20	18	20	21	21	9	13	8	9	15	17	15	22.3	15	15	11	11	14	15	13	20			
1777	Pug	12	12	20.1	20.1	12	13	19	19	20	20	18	20	21	21	10	13	9	9	13	15	18.3	22.3	15	17	11	11	15	15	15	18			
1778	Pug	19.2	22.2	20.1	20.1	11	14	19	28	17	17	18	19	19	21	10	10	9	14	15	17	13	21.3	15	18	11	13	14	15	12	18			
1779	Pug	21.2	22.2	19.1	20.1	14	14	28	30	17	20	17	20	20	21	10	13	8	14	15	17	15	23.3	15	15	11	11	17	18	18	20			
1780	Pug	12	23.2	19.1	20.1	13	15	26	29	18	19	17	20	20	20	9	10	8	8	13	15	15	16	15	15	11	11	15	16	15	18			
1781	Pug	12	12	19.1	20.1	14	15	19	19	20	20	19	19	19	20	13	13	8	9	13	18	13	18.3	15	15	11	11	15	16	12	20			
1782	Pug	22.2	23.2	19.1	20.1	13	13	19	19	16	20	18	19	19	21	9	13	8	9	15	17	13	13	15	15	11	13	15	18	12	21			
1783	Pug	20.2	22.2	20.1	20.1	13	14	19	28	16	20	19	19	19	21	9	13	8	15	17	18	15	20.3	15	15	11	11	14	15	12	21			
1784	Pug	12	22.2	20.1	20.1	11	13	20	30	19	20	18	19	20	21	10	13	8	9	13	15	13	13	15	15	11	13	14	15	18	19			
1785	Pug	12	21.2	19.1	20.1	13	13	19	19	17	19	18	20	20	21	10	10	8	14	13	15	14	22.3	15	15	11	14	15	18	14	15			
1786	Pug	12	21.2	18.1	20.1	13	14	25	30	16	18	18	18	21	21	10	16	8	9	15	17	15	21.3	15	15	11	11	14	15	20	20			
1787	Pug	12	24.2	19.1	21.1	11	13	19	21	17	20	19	20	20	21	10	10	8	9	13	17	13	16	15	15	11	13	15	17	18	19			
1788	Pug	12	20.2	19.1	20.1	11	14	19	28	20	20	19	19	21	21	10	10	8	9	13	15	15	15	15	15	11	13	15	15	12	18			
1789	Pug	12	12	20.1	20.1	11	13	19	30	19	20	19	19	21	21	9	13	8	9	13	13	13	22.3	15	15	11	13	15	15	21	21			
1790	Pug	12	23.2	19.1	20.1	11	13	19	30	18	20	18	19	20	21	10	17	8	8	13	15	13	13	15	15	13	13	15	15	18	22			
1791	Pug	12	22.2	19.1	20.1	13	13	19	25	16	20	18	18	21	21	9	10	15	15	15	15	13	15	15	17	11	11	15	18	18	20			
1792	Pug	12	12	19.1	19.1	12	13	30	30	17	18	19	20	21	21	13	13	8	8	15	17	13	22.3	15	15	11	11	18	18	19	20			
1793	Pug	12	12	19.1	20.1	11	13	19	30	18	20	19	19	19	20	10	10	9	9	13	17	13	13	15	15	11	11	17	18	20	21			
1794	Pug	22.2	22.2	19.1	20.1	14	15	21	30	18	18	19	19	20	20	9	10	8	8	13	13	15	22.3	15	15	11	11	15	15	17	21			
1795	Pug	12	19.2	19.1	22.1	13	13	25	28	17	17	19	19	21	21	9	10	9	15	15	16	13	14	15	15	11	11	18	18	12	12			
1796	Puli 	23.2	25.2	19.1	20.1	8	18	32	32	17	23	19	19	16	20	13	13	14	14	16	16	13	17.3	16	21	11	12	14	14	17	17			
1797	Puli 	14	23.2	15.1	17.1	14	18	26	32	17	19	16	21	17	20	13	13	9	9	15	16	11	13	16	16	12	12	14	14	16	16			
1798	Puli 	20.2	20.2	19.1	19.1	14	14	16	32	23	23	16	18	19	20	13	14	9	14	15	17	11	13	15	18	12	13	13	14	12	12			
1799	Puli 	20.2	20.2	20.1	20.1	8	12	26	28	19	23	16	19	16	19	13	13	9	14	16	17	18.3	18.3	18	18	11	12	13	14	12	20			
1800	Pumi 	22.2	23.2	12	15.1	13	17	17	28	17	19	17	17	17	21	9	13	9	14	15	16	13	17.3	18	18	12	16	15	18	12	16			
1801	Pumi 	17.2	23.2	12	19.1	8	13	25	28	16	17	17	17	20	20	9	9	12	16	15	15	17.3	22.3	18	19	12	12	14	15	16	16			
1802	Pumi 	12	22.2	13	15.1	13	18	23	28	18	19	17	18	20	20	13	15	9	9	17	17	13	22.3	13	16	12	12	14	18	12	13			
1803	Pyrenean Shepherd 	14	21.2	13	21.1	14	20	28	29	15	17	12	20	20	20	15	15	9	9	17	19	18.3	19.3	16	17	14	14	17	17	13	13			
1804	Rat Terrier	14	20.2	19.1	21.1	8	14	26	29	17	19	14	16	20	22	9	13	12	13	17	17	13	19.3	18	18	11	14	15	18	18	20			
1805	Rat Terrier	13	23.2	19.1	19.1	14	20	21	26	19	22	18	19	22	23	14	14	9	12	15	16	13	21.3	17	20	12	13	14	18	16	17			
1806	Rat Terrier	21.2	24.2	16.1	19.1	9	13	25	30	19	22	17	19	19	20	9	15	9	13	13	16	13	13	17	20	13	16	14	15	17	17			
1807	Rat Terrier	23.2	23.2	14	19.1	15	19	27	31	17	21	16	18	18	20	13	15	8	9	14	15	14	14	16	21	11	13	13	15	15	20			
1808	Rat Terrier	19.2	23.2	19	21.1	14	17	21	25	16	19	17	18	17	19	15	15	8	14	18	18	13	13	15	22	14	14	13	18	15	17			
1809	Rat Terrier	22.2	22.2	13	20.1	12	14	19	21	17	18	14	14	17	23	10	15	9	10	17	19	12	17.3	19	19	13	13	14	15	14	17			
1810	Rat Terrier	21.2	22.2	19.1	26.1	10	14	22	26	18	18	14	18	19	22	15	15	12	13	18	18	13	14	15	17	12	15	12	13	14	14			
1811	Rat Terrier	12	18.2	17.1	17.1	19	19	31	32	18	19	17	19	19	19	13	13	8	14	14	18	13	17.3	15	18	13	18	14	15	12	20			
1812	Rat Terrier	21.2	24.2	20.1	21.1	14	20	16	31	17	20	17	19	19	20	11	17	9	13	14	17	13	19.3	16	20	14	14	14	14	11	18			
1813	Rat Terrier	23.2	24.2	20.1	20.1	10	19	21	28	18	24	17	19	19	19	9	13	10	10	16	17	14	15	15	19	11	11	15	18	20	20			
1814	Red & White Setter 	14	14	14	15.1	9	9	15	22	15	23	16	16	22	22	13	14	9	10	18	18	12	17.3	15	15	11	13	14	14	12	15			
1815	Red & White Setter 	14	14	22.1	22.1	9	9	22	28	18	19	16	18	22	22	13	14	9	12	16	18	12	12	15	15	11	12	14	14	12	15			
1816	Redbone Hound 	12	21.2	16.1	17.1	15	19	20	28	17	19	15	18	20	20	13	14	8	13	14	14	13	17.3	17	18	11	16	13	14	12	16			
1817	Rhodesian Ridgeback	12	12	14	17.1	13	19	15	21	15	19	16	18	16	22	9	13	9	17	14	14	12	17.3	18	20	13	14	16	18	15	15			
1818	Rhodesian Ridgeback	23.2	24.2	18.1	19.1	14	19	16	26	20	20	15	21	15	16	11	14	9	14	15	15	15	19.3	18	19	12	13	13	17	16	17			
